text,intent,entities,label
what is the cheapest flight from washington to san francisco on friday,flight,cost_relative=cheapest;fromloc.city_name=washington;toloc.city_name=san francisco;depart_date.day_name=friday,11
how much does it cost to fly from boston to baltimore on a saturday,airfare,fromloc.city_name=boston;toloc.city_name=baltimore;depart_date.day_name=saturday,3
what are the morning flights from nashville to tacoma and from nashville to san jose in the next two days,flight,depart_time.period_of_day=morning;fromloc.city_name=nashville;toloc.city_name=tacoma;fromloc.city_name=nashville;toloc.city_name=san jose;depart_date.date_relative=next,11
show me the flight schedule from pittsburgh to san francisco,flight_time,flight_time=flight schedule;fromloc.city_name=pittsburgh;toloc.city_name=san francisco,15
i would like to fly on american airlines from baltimore to san francisco,flight,airline_name=american airlines;fromloc.city_name=baltimore;toloc.city_name=san francisco,11
i would like an evening flight from pittsburgh to los angeles on june third,flight,depart_time.period_of_day=evening;fromloc.city_name=pittsburgh;toloc.city_name=los angeles;depart_date.month_name=june;depart_date.day_number=third,11
on may four atlanta to denver delta flight 257,flight,depart_date.month_name=may;depart_date.day_number=four;fromloc.city_name=atlanta;toloc.city_name=denver;airline_name=delta;flight_number=257,11
i 'm interested in a flight from dallas to washington and i 'm also interested in going to baltimore,flight,fromloc.city_name=dallas;toloc.city_name=washington;toloc.city_name=baltimore,11
flights from pittsburgh to baltimore between 10 am and 2 pm,flight,fromloc.city_name=pittsburgh;toloc.city_name=baltimore;depart_time.start_time=10 am;depart_time.end_time=2 pm,11
round trip fares from baltimore to philadelphia under 1000 dollars,airfare,round_trip=round trip;fromloc.city_name=baltimore;toloc.city_name=philadelphia;cost_relative=under;fare_amount=1000 dollars,3
i want the cheapest flight from pittsburgh to atlanta,flight,cost_relative=cheapest;fromloc.city_name=pittsburgh;toloc.city_name=atlanta,11
does delta airline fly from denver to pittsburgh,flight,airline_name=delta airline;fromloc.city_name=denver;toloc.city_name=pittsburgh,11
i 'd like to fly from cleveland to indianapolis tomorrow morning as early as possible what 's available,flight,fromloc.city_name=cleveland;toloc.city_name=indianapolis;depart_date.today_relative=tomorrow;depart_time.period_of_day=morning;flight_mod=early,11
can you show me flights from baltimore to dallas,flight,fromloc.city_name=baltimore;toloc.city_name=dallas,11
do you have a flight from boston to san francisco with a stopover in fort worth dallas,flight,fromloc.city_name=boston;toloc.city_name=san francisco;stoploc.city_name=fort worth;stoploc.city_name=dallas,11
list all flights leaving san francisco monday afternoon arriving in pittsburgh,flight,fromloc.city_name=san francisco;depart_date.day_name=monday;depart_time.period_of_day=afternoon;toloc.city_name=pittsburgh,11
list the number of flights arriving in dallas fort worth from boston before noon,flight_no,toloc.city_name=dallas fort worth;fromloc.city_name=boston;arrive_time.time_relative=before;arrive_time.time=noon,14
what northwest airline flights leave denver before noon,flight,airline_name=northwest airline;fromloc.city_name=denver;depart_time.time_relative=before;depart_time.time=noon,11
show me the earliest flight from boston to san francisco,flight,flight_mod=earliest;fromloc.city_name=boston;toloc.city_name=san francisco,11
please list the sunday flights from dallas to houston on american airlines,flight,depart_date.day_name=sunday;fromloc.city_name=dallas;toloc.city_name=houston;airline_name=american airlines,11
i want a flight from houston to memphis on tuesday morning,flight,fromloc.city_name=houston;toloc.city_name=memphis;depart_date.day_name=tuesday;depart_time.period_of_day=morning,11
show the flights from pittsburgh to san francisco again on monday,flight,fromloc.city_name=pittsburgh;toloc.city_name=san francisco;depart_date.day_name=monday,11
show me the airlines that fly from san francisco to boston,airline,fromloc.city_name=san francisco;toloc.city_name=boston,5
on eastern flight 825 from atlanta to denver can you tell me what type of aircraft used before 12 noon,flight,airline_name=eastern;flight_number=825;fromloc.city_name=atlanta;toloc.city_name=denver;depart_time.time_relative=before;depart_time.time=12 noon,11
show all airlines with flights between denver and dallas,airline,fromloc.city_name=denver;toloc.city_name=dallas,5
what are the coach fares for flights from charlotte to newark tuesday afternoon,airfare,class_type=coach;fromloc.city_name=charlotte;toloc.city_name=newark;depart_date.day_name=tuesday;depart_time.period_of_day=afternoon,3
i 'd like a flight tomorrow from kansas city to newark in the morning,flight,depart_date.today_relative=tomorrow;fromloc.city_name=kansas city;toloc.city_name=newark;depart_time.period_of_day=morning,11
what is the cheapest flight from boston to san francisco,flight,cost_relative=cheapest;fromloc.city_name=boston;toloc.city_name=san francisco,11
what kinds of ground transportation is available in dallas fort worth,ground_service,city_name=dallas fort worth,17
now i need a flight leaving fort worth and arriving in denver no later than 2 pm next monday,flight,fromloc.city_name=fort worth;toloc.city_name=denver;arrive_time.time_relative=no later than;arrive_time.time=2 pm;arrive_date.date_relative=next;arrive_date.day_name=monday,11
i need 2 first class tickets from dallas fort worth to san francisco,airfare,class_type=first class;fromloc.city_name=dallas fort worth;toloc.city_name=san francisco,3
show me the flights from toronto to salt lake city which leave toronto after 6 pm,flight,fromloc.city_name=toronto;toloc.city_name=salt lake city;fromloc.city_name=toronto;depart_time.time_relative=after;depart_time.time=6 pm,11
what is the earliest flight from washington to atlanta leaving on wednesday september fourth,flight,flight_mod=earliest;fromloc.city_name=washington;toloc.city_name=atlanta;depart_date.day_name=wednesday;depart_date.month_name=september;depart_date.day_number=fourth,11
information on american airlines from fort worth texas to philadelphia,flight,airline_name=american airlines;fromloc.city_name=fort worth;fromloc.state_name=texas;toloc.city_name=philadelphia,11
list all flights from minneapolis to long beach on saturday,flight,fromloc.city_name=minneapolis;toloc.city_name=long beach;depart_date.day_name=saturday,11
show me all flights arriving to denver from oakland,flight,toloc.city_name=denver;fromloc.city_name=oakland,11
what is ewr,abbreviation,airport_code=ewr,0
show me the list of flights from philadelphia to denver that leave in the afternoon,flight,fromloc.city_name=philadelphia;toloc.city_name=denver;depart_time.period_of_day=afternoon,11
i want to leave oakland and arrive in boston at 5 o'clock in the afternoon,flight,fromloc.city_name=oakland;toloc.city_name=boston;arrive_time.time=5 o'clock;arrive_time.period_of_day=afternoon,11
show me all flights from denver to san francisco next wednesday which leave after noon,flight,fromloc.city_name=denver;toloc.city_name=san francisco;depart_date.date_relative=next;depart_date.day_name=wednesday;depart_time.time_relative=after;depart_time.time=noon,11
show me flights from boston to denver,flight,fromloc.city_name=boston;toloc.city_name=denver,11
show me fares from baltimore to philadelphia,airfare,fromloc.city_name=baltimore;toloc.city_name=philadelphia,3
what 's the earliest flight from boston to bwi that serves lunch,flight,flight_mod=earliest;fromloc.city_name=boston;toloc.airport_code=bwi;meal_description=lunch,11
is there a flight leaving san francisco to denver,flight,fromloc.city_name=san francisco;toloc.city_name=denver,11
okay all right do you have a flight on united airlines from atlanta to washington,flight,airline_name=united airlines;fromloc.city_name=atlanta;toloc.city_name=washington,11
are there any limousines or taxi services available at the boston airport,ground_service,transport_type=limousines;or=or;transport_type=taxi;airport_name=boston airport,17
list the takeoffs and landings at general mitchell international,flight,airport_name=general mitchell international,11
show me the cheapest flight arriving in baltimore on june fourteenth starting from dallas,flight,cost_relative=cheapest;toloc.city_name=baltimore;arrive_date.month_name=june;arrive_date.day_number=fourteenth;fromloc.city_name=dallas,11
i am also interested in a flight that runs from st. louis to las vegas,flight,fromloc.city_name=st. louis;toloc.city_name=las vegas,11
what flights stop in atlanta before noon,flight,stoploc.city_name=atlanta;depart_time.time_relative=before;depart_time.time=noon,11
how do you get from the airport to downtown dallas please,flight,toloc.city_name=dallas,11
which airline has the most arrivals in atlanta,airline,mod=most;toloc.city_name=atlanta,5
can i rent a car in san jose too,ground_service,transport_type=car;city_name=san jose,17
i 'm starting from denver,flight,fromloc.city_name=denver,11
what is the first flight from atlanta to baltimore that serves lunch,flight,flight_mod=first;fromloc.city_name=atlanta;toloc.city_name=baltimore;meal_description=lunch,11
what flights leave after 7 pm from philadelphia to boston,flight,depart_time.time_relative=after;depart_time.time=7 pm;fromloc.city_name=philadelphia;toloc.city_name=boston,11
flight information on january twenty third from denver to san francisco,flight,depart_date.month_name=january;depart_date.day_number=twenty third;fromloc.city_name=denver;toloc.city_name=san francisco,11
show me the coach fares from baltimore to dallas,airfare,class_type=coach;fromloc.city_name=baltimore;toloc.city_name=dallas,3
on thursday i 'd like a flight from st. petersburg to miami,flight,depart_date.day_name=thursday;fromloc.city_name=st. petersburg;toloc.city_name=miami,11
show me all flights both direct and connecting to either san francisco or oakland from boston that arrive before 2 pm,flight,toloc.city_name=san francisco;or=or;toloc.city_name=oakland;fromloc.city_name=boston;arrive_time.time_relative=before;arrive_time.time=2 pm,11
okay how about a flight on sunday from tampa to charlotte,flight,depart_date.day_name=sunday;fromloc.city_name=tampa;toloc.city_name=charlotte,11
what 's the earliest flight leaving denver for pittsburgh,flight,flight_mod=earliest;fromloc.city_name=denver;toloc.city_name=pittsburgh,11
i want a flight from milwaukee to orlando one way leaving after 5 pm on wednesday,flight,fromloc.city_name=milwaukee;toloc.city_name=orlando;round_trip=one way;depart_time.time_relative=after;depart_time.time=5 pm;depart_date.day_name=wednesday,11
what is the earliest flight from atlanta to boston,flight,flight_mod=earliest;fromloc.city_name=atlanta;toloc.city_name=boston,11
what is the latest first class flight of the day leaving dallas for san francisco,flight,flight_mod=latest;class_type=first class;fromloc.city_name=dallas;toloc.city_name=san francisco,11
i want a flight from boston to atlanta,flight,fromloc.city_name=boston;toloc.city_name=atlanta,11
what does ea mean,abbreviation,airline_code=ea,0
flight numbers from minneapolis to long beach on june twenty six,flight_no,fromloc.city_name=minneapolis;toloc.city_name=long beach;depart_date.month_name=june;depart_date.day_number=twenty six,14
find the flights that leave philadelphia and arrive in dallas by noon,flight,fromloc.city_name=philadelphia;toloc.city_name=dallas;arrive_time.time_relative=by;arrive_time.time=noon,11
i would like the time your earliest flight from washington to philadelphia,flight_time,flight_time=time;flight_mod=earliest;fromloc.city_name=washington;toloc.city_name=philadelphia,15
show me the flights from boston to san francisco,flight,fromloc.city_name=boston;toloc.city_name=san francisco,11
could you show me all flights from montreal to charlotte,flight,fromloc.city_name=montreal;toloc.city_name=charlotte,11
show me fares for flights from minneapolis to seattle on july first 1993,airfare,fromloc.city_name=minneapolis;toloc.city_name=seattle;depart_date.month_name=july;depart_date.day_number=first;depart_date.year=1993,3
i would like a schedule of flights from san francisco to boston on wednesday,flight_time,flight_time=schedule;fromloc.city_name=san francisco;toloc.city_name=boston;depart_date.day_name=wednesday,15
please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon,aircraft,fromloc.city_name=atlanta;toloc.city_name=denver;depart_time.time_relative=before;depart_time.time=12 o'clock noon,1
show me the flights from pittsburgh to baltimore,flight,fromloc.city_name=pittsburgh;toloc.city_name=baltimore,11
show me flights from pittsburgh to dc,flight,fromloc.city_name=pittsburgh;toloc.state_code=dc,11
show me the evening flights from philadelphia to baltimore,flight,depart_time.period_of_day=evening;fromloc.city_name=philadelphia;toloc.city_name=baltimore,11
does midwest express serve montreal,flight,airline_name=midwest;city_name=montreal,11
what type of aircraft leaving philadelphia to dallas,aircraft,fromloc.city_name=philadelphia;toloc.city_name=dallas,1
what is the earliest flight leaving boston on july first to dallas on july first,flight,flight_mod=earliest;fromloc.city_name=boston;depart_date.month_name=july;depart_date.day_number=first;toloc.city_name=dallas;depart_date.month_name=july;depart_date.day_number=first,11
show me airports near washington dc,airport,city_name=washington;state_code=dc,7
i 'd like a twa flight from atlanta to pittsburgh with a stopover in fort worth dallas please,flight,airline_code=twa;fromloc.city_name=atlanta;toloc.city_name=pittsburgh;stoploc.city_name=fort worth;stoploc.city_name=dallas,11
show me flights leaving from san francisco to denver on september thirtieth,flight,fromloc.city_name=san francisco;toloc.city_name=denver;depart_date.month_name=september;depart_date.day_number=thirtieth,11
american flights from cincinnati to houston,flight,airline_name=american;fromloc.city_name=cincinnati;toloc.city_name=houston,11
show me round trip fares from new york to miami,airfare,round_trip=round trip;fromloc.city_name=new york;toloc.city_name=miami,3
okay and then from pittsburgh i 'd like to travel to atlanta on september fourth,flight,fromloc.city_name=pittsburgh;toloc.city_name=atlanta;depart_date.month_name=september;depart_date.day_number=fourth,11
i would like a flight from oakland to philadelphia at one in the afternoon arriving at 5 pm,flight,fromloc.city_name=oakland;toloc.city_name=philadelphia;depart_time.time=one;depart_time.period_of_day=afternoon;arrive_time.time=5 pm,11
what ground transportation is available in atlanta,ground_service,city_name=atlanta,17
what is the least expensive one way fare from boston to san francisco,airfare,cost_relative=least expensive;round_trip=one way;fromloc.city_name=boston;toloc.city_name=san francisco,3
what type of aircraft leaving after 2 pm from boston to oakland,aircraft,depart_time.time_relative=after;depart_time.time=2 pm;fromloc.city_name=boston;toloc.city_name=oakland,1
list the flights from salt lake city to st. petersburg,flight,fromloc.city_name=salt lake city;toloc.city_name=st. petersburg,11
please list all flights between indianapolis and orlando on the twenty seventh of december,flight,fromloc.city_name=indianapolis;toloc.city_name=orlando;depart_date.day_number=twenty seventh;depart_date.month_name=december,11
i need information on flights for tuesday leaving baltimore for dallas dallas to boston and boston to baltimore,flight,depart_date.day_name=tuesday;fromloc.city_name=baltimore;toloc.city_name=dallas;fromloc.city_name=dallas;toloc.city_name=boston;fromloc.city_name=boston;toloc.city_name=baltimore,11
do you have a flight from salt lake city to st. petersburg on june second,flight,fromloc.city_name=salt lake city;toloc.city_name=st. petersburg;depart_date.month_name=june;depart_date.day_number=second,11
flight from milwaukee to denver,flight,fromloc.city_name=milwaukee;toloc.city_name=denver,11
list all trans world airline flights from indianapolis to houston that arrive in houston between 1030 am and 1130 am,flight,airline_name=trans world airline;fromloc.city_name=indianapolis;toloc.city_name=houston;toloc.city_name=houston;arrive_time.start_time=1030 am;arrive_time.end_time=1130 am,11
flight information from oakland to denver,flight,fromloc.city_name=oakland;toloc.city_name=denver,11
show me the flights out of love field,flight,fromloc.airport_name=love field,11
i need flight information leaving atlanta and arriving in baltimore for monday,flight,fromloc.city_name=atlanta;toloc.city_name=baltimore;arrive_date.day_name=monday,11
what is the fare on the thrift economy flight from boston to san francisco,airfare,class_type=thrift;economy=economy;fromloc.city_name=boston;toloc.city_name=san francisco,3
show all flights between san francisco and philadelphia for september fifteenth,flight,fromloc.city_name=san francisco;toloc.city_name=philadelphia;depart_date.month_name=september;depart_date.day_number=fifteenth,11
tell me about ground transportation in st. petersburg airport,ground_service,airport_name=st. petersburg airport,17
show me the flights from boston to fort worth on the morning of july tenth 1991,flight,fromloc.city_name=boston;toloc.city_name=fort worth;depart_time.period_of_day=morning;depart_date.month_name=july;depart_date.day_number=tenth;depart_date.year=1991,11
show me the flights from san diego to san francisco on southwest airlines,flight,fromloc.city_name=san diego;toloc.city_name=san francisco;airline_name=southwest airlines,11
list the fares of the delta airlines flights from boston to philadelphia,airfare,airline_name=delta airlines;fromloc.city_name=boston;toloc.city_name=philadelphia,3
what is the cheapest one way fare from boston to baltimore,airfare,cost_relative=cheapest;round_trip=one way;fromloc.city_name=boston;toloc.city_name=baltimore,3
i need an early flight from denver to san francisco please and i would like breakfast served on that,flight,flight_mod=early;fromloc.city_name=denver;toloc.city_name=san francisco;meal_description=breakfast,11
i need a flight from philadelphia to denver on sunday,flight,fromloc.city_name=philadelphia;toloc.city_name=denver;depart_date.day_name=sunday,11
is there a flight from boston to atlanta which leaves boston in the afternoon and arrives close to 5 pm,flight,fromloc.city_name=boston;toloc.city_name=atlanta;fromloc.city_name=boston;depart_time.period_of_day=afternoon;arrive_time.time_relative=close;arrive_time.time=5 pm,11
show me fares leaving on tuesdays from denver to dallas,airfare,depart_date.day_name=tuesdays;fromloc.city_name=denver;toloc.city_name=dallas,3
please list all flights tuesday dallas atlanta,flight,depart_date.day_name=tuesday;fromloc.city_name=dallas;fromloc.city_name=atlanta,11
show me the ground transportation schedule in san francisco on thursday evening,ground_service,city_name=san francisco;day_name=thursday;period_of_day=evening,17
i need to book a flight from newark to tampa on april fourth,flight,fromloc.city_name=newark;toloc.city_name=tampa;depart_date.month_name=april;depart_date.day_number=fourth,11
what 're the cheapest nonstop flights from new york to miami one way,flight,cost_relative=cheapest;flight_stop=nonstop;fromloc.city_name=new york;toloc.city_name=miami;round_trip=one way,11
what is the last flight from baltimore to boston,flight,flight_mod=last;fromloc.city_name=baltimore;toloc.city_name=boston,11
can you tell me about ground transportation between the dallas airport and downtown dallas,ground_service,fromloc.airport_name=dallas airport;toloc.city_name=dallas,17
list all american airlines flights from phoenix to milwaukee which arrive on wednesday after 4 pm,flight,airline_name=american airlines;fromloc.city_name=phoenix;toloc.city_name=milwaukee;arrive_date.day_name=wednesday;arrive_time.time_relative=after;arrive_time.time=4 pm,11
what does the fare code f mean,abbreviation,fare_basis_code=f,0
on november twenty third of this year 1991 i 'd like to fly from atlanta to denver and i 'd like to fly on delta,flight,depart_date.month_name=november;depart_date.day_number=twenty third;depart_date.year=year;fromloc.city_name=atlanta;toloc.city_name=denver;airline_name=delta,11
while i 'm in pittsburgh what ground transportation is available,ground_service,city_name=pittsburgh,17
what flights leave charlotte north carolina and arrive in phoenix arizona on monday before 4 pm,flight,fromloc.city_name=charlotte;fromloc.state_name=north carolina;toloc.city_name=phoenix;toloc.state_name=arizona;arrive_date.day_name=monday;arrive_time.time_relative=before;arrive_time.time=4 pm,11
what flights are available saturday to san francisco from dallas,flight,depart_date.day_name=saturday;toloc.city_name=san francisco;fromloc.city_name=dallas,11
find me a flight from atlanta to baltimore,flight,fromloc.city_name=atlanta;toloc.city_name=baltimore,11
i need to fly from boston to baltimore please give me the times of your flights in the morning before 8 o'clock,flight,fromloc.city_name=boston;toloc.city_name=baltimore;flight_time=times of your flights;depart_time.period_of_day=morning;depart_time.time_relative=before;depart_time.time=8 o'clock,11
could you tell me if delta flight 296 serves breakfast,flight,airline_name=delta;flight_number=296;meal_description=breakfast,11
show me the airlines for flights to or from love field,airline,fromloc.airport_name=love field,5
first class fares from dallas to baltimore please,airfare,class_type=first class;fromloc.city_name=dallas;toloc.city_name=baltimore,3
does midwest express serve cleveland,flight,airline_name=midwest;city_name=cleveland,11
display all flights from baltimore to boston on july twenty ninth,flight,fromloc.city_name=baltimore;toloc.city_name=boston;depart_date.month_name=july;depart_date.day_number=twenty ninth,11
what airlines service pittsburgh airport,airline,airport_name=pittsburgh airport,5
please give me the earliest flight tomorrow from st. petersburg to milwaukee,flight,flight_mod=earliest;depart_date.today_relative=tomorrow;fromloc.city_name=st. petersburg;toloc.city_name=milwaukee,11
flight from denver to boston,flight,fromloc.city_name=denver;toloc.city_name=boston,11
list all daily flights between boston and oakland using delta airlines,flight,flight_days=daily;fromloc.city_name=boston;toloc.city_name=oakland;airline_name=delta airlines,11
list all direct flights from boston to denver,flight,connect=direct;fromloc.city_name=boston;toloc.city_name=denver,11
now show me the flights from denver to philadelphia on a saturday,flight,fromloc.city_name=denver;toloc.city_name=philadelphia;depart_date.day_name=saturday,11
on the 8 am flight from san francisco to atlanta what type of aircraft is used,aircraft,depart_time.time=8 am;fromloc.city_name=san francisco;toloc.city_name=atlanta,1
show me a list of flights on july twenty second leaving dc to dallas leaving dc after 6 pm,flight,depart_date.month_name=july;depart_date.day_number=twenty second;fromloc.state_code=dc;toloc.city_name=dallas;fromloc.state_code=dc;depart_time.time_relative=after;depart_time.time=6 pm,11
i 'd like to see flights from baltimore to atlanta that arrive before noon and i 'd like to see flights from denver to atlanta that arrive before noon,flight,fromloc.city_name=baltimore;toloc.city_name=atlanta;arrive_time.time_relative=before;arrive_time.time=noon;fromloc.city_name=denver;toloc.city_name=atlanta;arrive_time.time_relative=before;arrive_time.time=noon,11
please show me again the first class fares from baltimore to dallas,airfare,class_type=first class;fromloc.city_name=baltimore;toloc.city_name=dallas,3
on eastern flight 825 flying from atlanta to denver can you tell me what type of aircraft is used on a flight when it leaves at 555,flight,airline_name=eastern;flight_number=825;fromloc.city_name=atlanta;toloc.city_name=denver;depart_time.time=555,11
what 's the cheapest one way flight from denver to pittsburgh,flight,cost_relative=cheapest;round_trip=one way;fromloc.city_name=denver;toloc.city_name=pittsburgh,11
list all flights at general mitchell international,flight,fromloc.airport_name=general mitchell international,11
how much does flight ua 297 from denver to san francisco cost,airfare,airline_code=ua;flight_number=297;fromloc.city_name=denver;toloc.city_name=san francisco,3
give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee,flight,flight_mod=earliest;depart_date.today_relative=tomorrow;airline_name=united airlines;fromloc.city_name=st. petersburg;toloc.city_name=milwaukee,11
what flights from las vegas to phoenix on saturday,flight,fromloc.city_name=las vegas;toloc.city_name=phoenix;depart_date.day_name=saturday,11
is there ground transportation between airport and downtown in boston,ground_service,toloc.city_name=boston,17
what are the flights from boston to san francisco,flight,fromloc.city_name=boston;toloc.city_name=san francisco,11
what 's the first flight from boston to san francisco,flight,flight_mod=first;fromloc.city_name=boston;toloc.city_name=san francisco,11
what is the earliest flight from tampa to milwaukee tomorrow,flight,flight_mod=earliest;fromloc.city_name=tampa;toloc.city_name=milwaukee;depart_date.today_relative=tomorrow,11
which nonstop flight from atlanta to oakland leaves in the afternoon and arrives at 5 pm,flight,flight_stop=nonstop;fromloc.city_name=atlanta;toloc.city_name=oakland;arrive_time.period_of_day=afternoon;arrive_time.time=5 pm,11
like information on flights from san francisco to boston on thursday morning,flight,fromloc.city_name=san francisco;toloc.city_name=boston;depart_date.day_name=thursday;depart_time.period_of_day=morning,11
i would like information information on flights from san francisco to denver on thursday morning,flight,fromloc.city_name=san francisco;toloc.city_name=denver;depart_date.day_name=thursday;depart_time.period_of_day=morning,11
i would like to know the first class fare on a flight from baltimore to denver,airfare,class_type=first class;fromloc.city_name=baltimore;toloc.city_name=denver,3
is there ground transportation in boston from the airport,ground_service,city_name=boston,17
what 's the latest flight from san jose to houston,flight,flight_mod=latest;fromloc.city_name=san jose;toloc.city_name=houston,11
what type of airplane is an m80,aircraft,aircraft_code=m80,1
show me all the flights from montreal to detroit,flight,fromloc.city_name=montreal;toloc.city_name=detroit,11
show me the most expensive one way first class fare from baltimore to dallas,airfare,cost_relative=most expensive;round_trip=one way;class_type=first class;fromloc.city_name=baltimore;toloc.city_name=dallas,3
what ground transportation is there in dallas,ground_service,city_name=dallas,17
how much is a round trip fare from indianapolis to seattle,airfare,round_trip=round trip;fromloc.city_name=indianapolis;toloc.city_name=seattle,3
list the flights from pittsburgh to san francisco on thursday,flight,fromloc.city_name=pittsburgh;toloc.city_name=san francisco;depart_date.day_name=thursday,11
show me all flights from san francisco to atlanta,flight,fromloc.city_name=san francisco;toloc.city_name=atlanta,11
what is the round trip fare on continental 1291 from dallas to san francisco and return,airfare,round_trip=round trip;airline_name=continental;flight_number=1291;fromloc.city_name=dallas;toloc.city_name=san francisco;round_trip=return,3
show me the flights from love field to all other airports,flight,fromloc.airport_name=love field,11
show me all daily flights out of boston that have coach class,flight,flight_days=daily;fromloc.city_name=boston;class_type=coach class,11
show me all flights arriving to denver from baltimore oakland and boston,flight,toloc.city_name=denver;fromloc.city_name=baltimore;fromloc.city_name=oakland;fromloc.city_name=boston,11
what does nw stand for,abbreviation,airline_code=nw,0
show all flights philadelphia to dallas,flight,fromloc.city_name=philadelphia;toloc.city_name=dallas,11
show me all the flights from toronto on nationair,flight,fromloc.city_name=toronto;airline_name=nationair,11
find travel arrangements for a round trip flight from baltimore to pittsburgh after 8 o'clock pm before 10 o'clock pm,flight,round_trip=round trip;fromloc.city_name=baltimore;toloc.city_name=pittsburgh;depart_time.time_relative=after;depart_time.time=8 o'clock pm;depart_time.time_relative=before;depart_time.time=10 o'clock pm,11
i 'd like a ticket from denver to atlanta with a stopover in pittsburgh is this possible,airfare,fromloc.city_name=denver;toloc.city_name=atlanta;stoploc.city_name=pittsburgh,3
list flights from atlanta to boston on wednesday afternoon,flight,fromloc.city_name=atlanta;toloc.city_name=boston;depart_date.day_name=wednesday;depart_time.period_of_day=afternoon,11
i would like to fly from atlanta to denver on september fifteenth,flight,fromloc.city_name=atlanta;toloc.city_name=denver;depart_date.month_name=september;depart_date.day_number=fifteenth,11
give me the flights for american airline from philadelphia to dallas,flight,airline_name=american airline;fromloc.city_name=philadelphia;toloc.city_name=dallas,11
what is restriction ap 57,abbreviation,restriction_code=ap 57,0
what 's a flight that goes from baltimore to seattle,flight,fromloc.city_name=baltimore;toloc.city_name=seattle,11
i would like to see the flights from denver to philadelphia,flight,fromloc.city_name=denver;toloc.city_name=philadelphia,11
what is the price of business class from boston to san francisco on twa,airfare,class_type=business class;fromloc.city_name=boston;toloc.city_name=san francisco;airline_code=twa,3
i need information on flights leaving dallas arriving in boston leaving dallas early in the morning,flight,fromloc.city_name=dallas;toloc.city_name=boston;fromloc.city_name=dallas;depart_time.period_mod=early;depart_time.period_of_day=morning,11
what flights from pittsburgh to atlanta on wednesday morning serves breakfast,flight,fromloc.city_name=pittsburgh;toloc.city_name=atlanta;depart_date.day_name=wednesday;depart_time.period_of_day=morning;meal_description=breakfast,11
what are the flights from milwaukee to orlando on thursday,flight,fromloc.city_name=milwaukee;toloc.city_name=orlando;depart_date.day_name=thursday,11
are there any flights next monday morning from pittsburgh to san francisco,flight,depart_date.date_relative=next;depart_date.day_name=monday;depart_time.period_of_day=morning;fromloc.city_name=pittsburgh;toloc.city_name=san francisco,11
explain the restriction ap 80,abbreviation,restriction_code=ap 80,0
show me flights from denver to philadelphia,flight,fromloc.city_name=denver;toloc.city_name=philadelphia,11
i need to fly from boston to denver this monday,flight,fromloc.city_name=boston;toloc.city_name=denver;depart_date.day_name=monday,11
looking for flights in toronto to san diego,flight,fromloc.city_name=toronto;toloc.city_name=san diego,11
could you please find me the earliest flight from boston to oakland,flight,flight_mod=earliest;fromloc.city_name=boston;toloc.city_name=oakland,11
i 'd like a flight from indianapolis to toronto leaving thursday morning nonstop,flight,fromloc.city_name=indianapolis;toloc.city_name=toronto;depart_date.day_name=thursday;depart_time.period_of_day=morning;flight_stop=nonstop,11
i want a flight from long beach to st. louis that stops in dallas,flight,fromloc.city_name=long beach;toloc.city_name=st. louis;stoploc.city_name=dallas,11
what time does flight aa 459 depart,flight_time,flight_time=time;airline_code=aa;flight_number=459,15
list all nonstop flights from newark to tampa leaving on friday,flight,flight_stop=nonstop;fromloc.city_name=newark;toloc.city_name=tampa;arrive_date.day_name=friday,11
what is the cost for a one way trip from pittsburgh to atlanta,airfare,round_trip=one way;fromloc.city_name=pittsburgh;toloc.city_name=atlanta,3
show flights from denver to oakland that arrive after 12 o'clock,flight,fromloc.city_name=denver;toloc.city_name=oakland;arrive_time.time_relative=after;arrive_time.time=12 o'clock,11
what type of aircraft are used on flights from cleveland to dallas that leave before noon,aircraft,fromloc.city_name=cleveland;toloc.city_name=dallas;depart_time.time_relative=before;depart_time.time=noon,1
list flights from pittsburgh to san francisco,flight,fromloc.city_name=pittsburgh;toloc.city_name=san francisco,11
please list all flights on united airlines and northwest which go to denver,flight,airline_name=united airlines;airline_name=northwest;toloc.city_name=denver,11
is there a flight in the afternoon from philadelphia that arrives in the evening in denver,flight,depart_time.period_of_day=afternoon;fromloc.city_name=philadelphia;arrive_time.period_of_day=evening;toloc.city_name=denver,11
i 'd like to find a flight from miami florida to las vegas nevada that would arrive before 4 pm on sunday,flight,fromloc.city_name=miami;fromloc.state_name=florida;toloc.city_name=las vegas;toloc.state_name=nevada;arrive_time.time_relative=before;arrive_time.time=4 pm;arrive_date.day_name=sunday,11
in the next two days i want to fly from nashville to san jose or to tacoma,flight,depart_date.date_relative=next;fromloc.city_name=nashville;toloc.city_name=san jose;or=or;toloc.city_name=tacoma,11
wednesday morning flights between baltimore and newark,flight,depart_date.day_name=wednesday;depart_time.period_of_day=morning;fromloc.city_name=baltimore;toloc.city_name=newark,11
what flights do you have leaving boston going to san francisco,flight,fromloc.city_name=boston;toloc.city_name=san francisco,11
what flights go from dallas to denver after 3 pm,flight,fromloc.city_name=dallas;toloc.city_name=denver;depart_time.time_relative=after;depart_time.time=3 pm,11
show me the evening flights from philadelphia to baltimore,flight,depart_time.period_of_day=evening;fromloc.city_name=philadelphia;toloc.city_name=baltimore,11
